Query_ID;Subject_ID;Percentage_Identity;Alignment_Length;Mismatches;Gap_Openings;Query_Start;Query_End;Subject_Start;Subject_End;E-value;BitScore;treatments
k99_2364102_1;IS12;59.7;139;56;0;1;139;82;220;1.4099999999999999e-61;184.0;P
k99_2364102_1;IS10;54.7;139;63;0;1;139;82;220;2.36e-53;163.0;P
k99_2365271_2;PpEst;58.0;119;50;0;27;145;23;141;1.12e-47;145.0;P
k99_2365710_2;IS12;50.0;98;48;1;5;101;216;313;8.419999999999999e-23;82.4;P
k99_2377598_2;IS10;55.4;65;29;0;25;89;224;288;9.14e-20;75.1;P
k99_2381107_1;IS10;52.3;86;41;0;33;118;46;131;1.41e-29;101.0;P
k99_2393196_7;202;55.6;36;16;0;137;172;34;69;6.92e-08;45.8;P
k99_2397186_1;IS12;50.6;158;76;2;1;156;118;275;9.95e-53;162.0;P
k99_2399407_3;PpEst;52.8;178;84;0;1;178;24;201;7.6e-65;191.0;P
k99_2399760_1;102;54.5;200;87;3;17;215;29;225;2.57e-67;211.0;P
k99_2414342_1;102;63.3;49;18;0;8;56;16;64;3.96e-18;68.2;P
k99_2418908_3;102;50.5;208;95;4;30;235;14;215;1.6200000000000003e-64;195.0;P
k99_2423290_1;202;51.1;47;23;0;133;179;27;73;4.13e-11;54.7;P
k99_2424502_1;102;52.2;46;19;1;67;112;8;50;6.56e-10;47.4;P
k99_2424502_1;Est18_23;52.8;36;16;1;76;110;4;39;3.57e-07;39.7;P
k99_2430643_1;PpEst;55.1;178;80;0;30;207;24;201;3.05e-68;201.0;P
k99_2450535_1;Est8_89;51.7;151;67;2;4;152;3;149;1.5400000000000002e-47;147.0;P
k99_2465466_1;PpEst;51.8;110;52;1;2;110;55;164;3.65e-33;107.0;P
k99_2466943_1;102;61.5;65;25;0;6;70;161;225;1.1700000000000001e-21;81.3;P
k99_2475468_2;PmC;54.5;22;10;0;72;93;36;57;3.62e-07;38.5;P
k99_2481240_1;202;52.6;38;18;0;24;61;31;68;5.34e-09;45.8;P
k99_2488805_1;IS11;53.3;137;63;1;1;136;54;190;2.87e-42;137.0;P
k99_2491568_3;PpEst;51.1;186;90;1;19;203;16;201;5.45e-64;189.0;P
k99_2500127_1;202;53.2;47;22;0;32;78;25;71;6.38e-10;51.2;P
k99_2502586_1;202;61.5;39;15;0;92;130;34;72;5.77e-11;50.8;P
k99_2513695_1;IS12;54.5;110;48;2;1;108;158;267;2.44e-34;114.0;P
k99_2514056_2;202;61.5;39;15;0;96;134;33;71;6.17e-09;46.6;P
k99_2514078_2;202;58.1;43;18;0;96;138;33;75;3.04e-10;50.4;P
k99_2518727_1;Est18_23;50.3;159;72;2;3;157;12;167;1.52e-50;161.0;P
k99_2527289_1;PLE629;61.1;36;13;1;49;84;168;202;1.01e-06;37.7;P
k99_2527550_1;101;53.3;60;28;0;1;60;86;145;9.15e-18;69.7;P
k99_2528893_1;Est18_23;55.2;239;99;2;12;250;77;307;1.72e-84;253.0;P
k99_2528893_1;BsEstB;50.0;240;116;2;11;250;78;313;3.9600000000000003e-72;221.0;P
k99_2528893_1;102;53.1;145;65;2;10;152;82;225;4.09e-44;143.0;P
k99_2531521_2;202;55.6;36;16;0;142;177;34;69;8.95e-08;44.3;P
k99_2533619_1;202;58.8;34;14;0;58;91;36;69;5.54e-08;43.5;P
k99_2533772_1;Est18_23;51.8;168;75;5;32;198;54;216;6.509999999999999e-48;158.0;P
k99_2533772_1;BsEstB;54.6;152;63;4;48;198;69;215;2.39e-47;156.0;P
k99_2537914_1;202;50.0;38;19;0;2;39;32;69;4.29e-08;42.0;P
k99_2548275_1;Est18_23;61.9;134;51;0;1;134;83;216;3.17e-56;175.0;P
k99_2548275_1;BsEstB;60.4;134;50;1;1;134;85;215;4.19e-51;161.0;P
k99_2548275_1;101;53.6;140;58;3;1;134;5;143;8.36e-43;135.0;P
k99_2562264_2;PpEst;59.5;111;45;0;1;111;91;201;2.07e-44;136.0;P
k99_2568784_2;PpEst;50.5;186;92;0;8;193;16;201;5.4599999999999996e-67;197.0;P
k99_2574256_2;202;51.4;35;17;0;137;171;38;72;8.08e-07;42.7;P
k99_2577235_1;IS12;52.9;70;30;1;1;67;211;280;6.12e-18;68.9;P
k99_2584269_1;202;51.0;49;18;2;135;183;38;80;9.6e-08;45.4;P
k99_2589617_1;101;53.3;107;42;4;38;136;2;108;1.4600000000000001e-27;96.3;P
k99_2600122_2;102;50.5;93;44;1;9;99;17;109;5.98e-23;82.4;P
k99_2604959_1;Est18_23;50.0;116;56;2;1;115;104;218;7.220000000000001e-32;109.0;P
k99_2605403_2;Est18_23;50.2;257;125;3;5;259;3;258;7e-77;234.0;P
k99_2605403_2;102;50.2;223;99;4;2;218;9;225;1.67e-62;191.0;P
k99_2605403_2;101;54.4;147;52;5;83;218;2;144;1.15e-39;132.0;P
k99_2637314_7;202;56.4;39;17;0;116;154;34;72;6.91e-10;52.0;P
k99_2641637_1;Est8_89;53.0;219;99;2;7;225;3;217;3.46e-75;221.0;P
k99_2648244_1;BsEstB;55.5;155;61;5;7;160;70;217;3.93e-47;155.0;P
k99_2653755_2;101;52.5;99;39;4;40;132;2;98;1.32e-26;93.6;P
k99_2656636_1;IS12;53.4;148;69;0;1;148;149;296;2.7400000000000004e-43;138.0;P
k99_2658274_1;PpEst;58.3;127;53;0;1;127;60;186;8.12e-51;153.0;P
k99_2670549_1;IS12;56.3;128;55;1;1;127;62;189;1.11e-50;156.0;P
k99_2670549_1;IS10;51.2;127;61;1;1;126;62;188;5.57e-47;146.0;P
k99_2682133_2;EstB;50.0;48;23;1;14;61;7;53;1.38e-10;46.6;P
k99_2684773_1;Est18_23;57.6;99;41;1;2;99;118;216;1.53e-31;107.0;P
k99_2684773_1;BsEstB;52.0;98;45;1;2;99;120;215;1.36e-29;102.0;P
k99_2684938_1;Est18_23;53.2;186;77;5;1;177;74;258;4.160000000000001e-56;177.0;P
k99_2686250_1;102;54.1;85;38;1;15;99;117;200;2.77e-26;91.3;P
k99_2686250_1;101;54.9;82;36;1;19;99;38;119;5.810000000000001e-26;90.5;P
k99_2686250_1;Est18_23;53.2;79;35;2;22;99;115;192;1.89e-20;76.6;P
k99_2686250_1;BsEstB;57.5;80;27;3;22;99;117;191;2.57e-20;76.3;P
k99_2690222_1;PpEst;53.4;88;40;1;23;109;24;111;5.450000000000001e-26;89.0;P
k99_2712123_2;PpEst;50.0;66;33;0;36;101;16;81;2.91e-19;71.2;P
k99_2730439_1;102;52.0;221;94;7;13;231;16;226;1.5e-63;197.0;P
k99_2733942_1;IS12;53.6;69;32;0;2;70;46;114;3.52e-21;76.6;P
k99_2751456_1;IS12;52.9;104;46;2;3;106;48;148;4.77e-33;109.0;P
k99_2751456_1;IS10;52.9;104;44;3;3;105;48;147;1.31e-31;105.0;P
k99_2755282_1;PpEst;57.8;109;46;0;1;109;93;201;9.33e-42;129.0;P
k99_2756326_1;Ces19_14;54.3;35;16;0;81;115;162;196;6.8e-08;42.4;P
k99_2757347_1;202;50.0;40;20;0;143;182;34;73;7.67e-08;45.4;P
k99_2759094_1;Est18_23;50.4;125;55;3;3;127;32;149;6.55e-37;123.0;P
k99_2759094_1;101;50.0;68;27;2;57;119;2;67;1.96e-15;63.2;P
k99_2759344_1;IS12;53.0;164;77;0;1;164;122;285;6.3999999999999995e-52;162.0;P
k99_2770105_2;202;60.5;38;15;0;137;174;34;71;1.73e-08;47.8;P
k99_2776169_1;EstB;51.8;112;53;1;20;131;12;122;1.52e-33;109.0;P
k99_2790820_1;PpEst;52.3;88;39;1;10;97;13;97;5.01e-29;96.3;P
k99_2792919_2;PpEst;50.3;179;89;0;23;201;23;201;2.9500000000000003e-64;191.0;P
k99_2793934_1;607-Nsp;58.1;31;13;0;2;32;163;193;8.55e-07;39.3;P
k99_2793934_1;Cut190;58.6;29;12;0;4;32;162;190;2.11e-06;38.1;P
k99_2793934_1;PET40;51.6;31;15;0;2;32;116;146;3.67e-06;37.4;P
k99_2796867_1;Est18_23;59.5;148;59;1;8;155;77;223;2.93e-59;184.0;P
k99_2796867_1;BsEstB;52.4;143;64;3;8;150;79;217;1.2e-44;145.0;P
k99_2802193_1;202;51.5;33;16;0;12;44;36;68;5.37e-08;41.6;P
k99_2805633_1;102;60.3;73;28;1;1;72;154;226;1.48e-22;85.1;P
k99_2815172_1;IS11;55.4;65;29;0;4;68;12;76;7.35e-18;67.8;P
k99_2816040_1;202;61.4;44;16;1;86;129;32;74;1.08e-10;52.4;P
k99_2818484_1;101;58.2;91;31;3;113;197;2;91;1.94e-26;95.5;P
k99_2819431_1;IS12;63.8;105;38;0;1;105;191;295;1.96e-42;134.0;P
k99_2819431_1;IS10;51.4;111;54;0;4;114;194;304;2.0800000000000002e-32;108.0;P
k99_2820854_2;PpEst;51.8;141;68;0;1;141;61;201;4.0899999999999994e-52;157.0;P
k99_2821018_2;PpEst;60.0;90;36;0;24;113;22;111;1.18e-35;114.0;P
k99_2825010_2;BsEstB;57.1;35;15;0;51;85;17;51;2.8e-13;55.8;P
k99_2825010_2;102;53.2;47;21;1;41;87;14;59;8.58e-13;54.3;P
k99_2841693_1;102;50.0;50;25;0;1;50;176;225;3.89e-13;57.0;P
k99_2842923_1;202;52.4;42;20;0;109;150;34;75;1.81e-08;44.3;P
k99_2843656_1;102;54.2;142;64;1;1;142;85;225;9.74e-50;155.0;P
k99_2843656_1;BsEstB;52.9;172;73;5;1;171;80;244;4.88e-49;157.0;P
k99_2843656_1;101;54.4;149;55;4;3;143;2;145;5.44e-47;148.0;P
k99_2850459_1;IS12;51.0;51;25;0;2;52;239;289;2.54e-13;55.1;P
k99_2858152_2;202;51.4;35;17;0;101;135;36;70;7.83e-08;42.7;P
k99_2859380_1;102;53.4;58;26;1;35;92;14;70;1.69e-14;59.3;P
k99_2861699_1;IS12;60.9;184;72;0;1;184;56;239;8.5e-79;230.0;P
k99_2861699_1;IS10;56.0;184;81;0;1;184;56;239;1.24e-69;207.0;P
k99_2862120_1;202;53.1;32;15;0;128;159;38;69;2.02e-06;38.9;P
k99_2870528_1;102;50.0;120;57;3;19;137;2;119;9.56e-34;112.0;P
k99_2879271_1;Est18_23;56.5;131;57;0;2;132;100;230;4.5e-44;143.0;P
k99_2879271_1;BsEstB;53.8;143;62;2;2;144;102;240;6.11e-44;143.0;P
k99_2879271_1;101;52.0;125;54;2;2;120;21;145;7.0999999999999995e-34;113.0;P
k99_2881149_1;102;50.3;167;75;5;36;195;6;171;3.02e-48;152.0;P
k99_2881149_1;101;51.6;91;34;4;113;195;2;90;2.44e-19;76.6;P
k99_2890230_1;IS10;53.6;84;39;0;1;84;150;233;1.49e-24;86.3;P
k99_2897175_1;102;54.7;150;67;1;1;150;105;253;4.17e-48;150.0;P
k99_2897175_1;101;52.8;144;62;2;1;138;17;160;1.29e-44;142.0;P
k99_2897175_1;Est18_23;61.0;123;46;2;1;122;96;217;5.91e-43;141.0;P
k99_2897175_1;BsEstB;52.8;123;53;2;1;122;98;216;3.02e-36;123.0;P
k99_2898708_3;202;60.0;35;14;0;116;150;35;69;7.96e-09;46.6;P
k99_2902562_1;IS12;53.2;94;40;1;75;168;42;131;2.85e-24;89.0;P
k99_2906172_1;Est18_23;53.8;212;97;1;2;212;47;258;2.2299999999999998e-69;213.0;P
k99_2906172_1;BsEstB;50.9;216;102;2;3;218;51;262;5.99e-65;201.0;P
k99_2907956_1;IS12;53.7;147;66;1;1;147;1;145;6.56e-54;165.0;P
k99_2911012_1;PpEst;60.7;135;53;0;1;135;67;201;2.5200000000000002e-59;175.0;P
k99_2914061_22;PpEst;52.8;178;84;0;1;178;24;201;2.6499999999999998e-68;199.0;P
k99_2915644_1;IS10;57.7;111;45;2;93;202;76;185;4.320000000000001e-31;109.0;P
k99_2915644_1;IS12;53.1;113;51;2;93;204;76;187;9.38e-29;103.0;P
k99_2921560_1;IS10;50.9;57;28;0;9;65;46;102;7.43e-19;70.1;P
k99_2922794_1;202;58.5;41;17;0;86;126;31;71;4.29e-10;50.4;P
k99_2923951_1;IS12;51.1;137;63;1;9;141;76;212;5.45e-47;147.0;P
k99_2923951_1;IS10;51.1;137;62;2;7;138;73;209;2.6600000000000003e-43;137.0;P
k99_2926638_1;102;52.2;115;54;1;16;130;83;196;1.1200000000000001e-32;109.0;P
k99_2926638_1;BsEstB;51.3;115;49;3;17;130;79;187;2.39e-32;111.0;P
k99_2928735_1;Est18_23;68.5;111;35;0;1;111;84;194;1.4499999999999998e-54;169.0;P
k99_2928735_1;BsEstB;55.9;111;46;1;1;111;86;193;1.7299999999999997e-42;137.0;P
k99_2928735_1;102;54.0;113;49;2;1;111;91;202;1.42e-37;121.0;P
k99_2943551_1;202;59.5;42;17;0;1;42;37;78;1.14e-10;48.1;P
k99_2946383_1;102;53.9;165;61;4;1;150;118;282;3.47e-49;153.0;P
k99_2946383_1;BsEstB;57.5;106;42;2;1;103;111;216;1.31e-32;113.0;P
k99_2949579_1;Est18_23;50.8;309;139;4;1;303;20;321;4.4000000000000004e-96;286.0;P
k99_2953609_1;BsEstB;60.0;40;16;0;1;40;177;216;6.62e-12;52.4;P
k99_2967115_1;409;51.0;151;73;1;81;230;41;191;3.04e-45;145.0;P
k99_2976828_2;IS12;61.4;88;34;0;1;88;220;307;1.38e-32;107.0;P
k99_2986121_1;102;55.6;153;59;4;1;152;35;179;4.83e-50;155.0;P
k99_2986649_1;IS12;63.7;171;62;0;2;172;81;251;7.11e-82;238.0;P
k99_2986649_1;IS10;60.2;171;68;0;2;172;81;251;2.02e-75;221.0;P
k99_2987910_2;BsEstB;50.9;212;93;4;47;256;6;208;1.21e-65;204.0;P
k99_2987910_2;101;51.1;137;59;3;128;257;2;137;4.49e-38;128.0;P
k99_2998692_1;IS12;50.6;79;38;1;1;79;108;185;4.22e-15;61.6;P
k99_2999985_1;PpEst;52.3;151;72;0;1;151;51;201;1.2e-51;156.0;P
k99_3000345_1;Ces39_5;61.4;70;27;0;4;73;178;247;3.22e-28;94.4;P
k99_3002651_1;BsEstB;51.0;206;95;4;34;237;79;280;1.44e-59;188.0;P
k99_3002651_1;101;50.6;166;72;4;37;194;2;165;8.37e-45;145.0;P
k99_3002651_1;102;50.3;143;66;3;34;172;84;225;2.0599999999999997e-40;133.0;P
k99_3016402_1;102;52.1;48;21;1;41;88;12;57;7.99e-13;54.3;P
k99_3024906_1;202;58.3;36;15;0;98;133;33;68;4.71e-09;48.5;P
k99_3027703_1;102;62.8;78;21;4;25;99;85;157;1.2500000000000001e-22;81.6;P
k99_3034253_1;102;54.8;42;18;1;35;76;14;54;2.3e-11;49.7;P
k99_3034253_1;BsEstB;50.0;34;17;0;43;76;15;48;1.17e-07;39.3;P
k99_3041155_3;PpEst;60.6;180;71;0;29;208;22;201;1.38e-75;219.0;P
k99_3042929_1;IS12;53.1;228;105;2;2;228;59;285;2.55e-76;226.0;P
k99_3043811_1;Ces19_14;56.6;53;23;0;4;56;3;55;4.0900000000000002e-22;77.4;P
k99_3046346_1;102;71.2;111;31;1;1;111;76;185;4.3699999999999994e-52;158.0;P
k99_3046346_1;Est18_23;51.4;107;48;3;6;111;74;177;1.0200000000000001e-29;103.0;P
k99_3053765_1;IS12;54.9;182;77;3;1;181;111;288;3.22e-61;186.0;P
k99_3060406_1;Est18_23;61.6;146;55;1;9;153;78;223;4.91e-56;175.0;P
k99_3060406_1;BsEstB;51.7;143;67;1;6;148;77;217;1.57e-45;147.0;P
k99_3092436_10;101;50.0;146;65;3;104;243;2;145;1.46e-41;137.0;P
k99_3093370_1;Ces19_14;53.0;115;54;0;1;115;1;115;2.28e-44;137.0;P
k99_3094708_2;PpEst;58.8;80;33;0;3;82;41;120;9.74e-33;105.0;P
k99_3095092_1;PpEst;56.8;139;60;0;2;140;23;161;2.49e-50;152.0;P
k99_3096776_2;Est18_23;51.4;177;81;3;4;178;2;175;2.92e-57;179.0;P
k99_3099452_1;IS11;54.2;72;33;0;10;81;16;87;7.68e-22;79.7;P
k99_3101066_2;IS12;55.6;169;75;0;1;169;1;169;2.31e-66;198.0;P
k99_3101066_2;IS10;55.0;169;76;0;1;169;1;169;6.6400000000000005e-65;194.0;P
k99_3109406_1;ISPETase;53.1;32;15;0;3;34;149;180;5.89e-06;36.6;P
k99_3112598_1;IS12;50.2;227;110;1;9;235;3;226;1.61e-72;216.0;P
k99_3114616_1;202;58.5;41;17;0;92;132;32;72;2.25e-10;51.2;P
k99_3115267_1;102;50.0;132;57;4;46;174;16;141;1.39e-36;121.0;P
k99_3127853_1;Est18_23;58.3;72;30;0;15;86;149;220;2.2e-22;87.4;P
k99_3132974_1;102;60.0;120;47;1;61;179;12;131;4.54e-47;148.0;P
k99_3138400_2;PpEst;50.6;176;87;0;1;176;26;201;1.24e-60;180.0;P
k99_3139462_1;305;50.0;38;19;0;72;109;42;79;1.84e-09;45.8;P
k99_3144169_2;102;51.7;60;29;0;2;61;5;64;1.35e-14;58.9;P
k99_3145409_1;IS12;51.1;131;64;0;1;131;59;189;5.680000000000001e-44;139.0;P
k99_3145409_1;IS10;50.4;127;63;0;1;127;59;185;2.31e-38;124.0;P
k99_3149048_1;PpEst;50.0;68;34;0;16;83;16;83;1.29e-20;73.9;P
k99_3159260_2;102;50.2;225;103;3;17;233;5;228;1.7800000000000002e-70;211.0;P
k99_3159260_2;101;54.1;148;60;3;92;233;2;147;8.7e-48;153.0;P
k99_3180942_2;202;57.8;45;19;0;139;183;30;74;8.9e-11;55.1;P
k99_3188711_3;Est18_23;52.8;36;17;0;13;48;161;196;6.11e-10;49.3;P
k99_3197564_1;IS12;51.0;149;65;4;37;180;40;185;1.31e-37;124.0;P
k99_3199705_1;IS10;51.4;35;17;0;74;108;77;111;1.31e-10;48.9;P
k99_3211781_1;Est18_23;57.4;101;39;2;2;101;115;212;4.36e-34;114.0;P
k99_3211781_1;BsEstB;54.0;100;41;1;2;101;117;211;4.16e-33;112.0;P
k99_3211781_1;101;56.0;100;43;1;2;101;41;139;1.15e-32;108.0;P
k99_3211781_1;102;55.0;100;42;2;2;101;124;220;1.8100000000000002e-29;99.8;P
k99_3214206_1;214;52.4;42;20;0;77;118;59;100;9.16e-09;43.9;P
k99_3214206_1;202;52.4;42;20;0;77;118;131;172;1.08e-08;43.9;P
k99_3214620_2;202;60.0;30;12;0;2;31;40;69;6.62e-07;42.0;P
k99_3222726_1;403;63.9;219;73;2;46;258;25;243;6.9e-98;281.0;P
k99_3222726_1;PsCut;54.3;254;101;5;11;257;15;260;1.99e-86;252.0;P
k99_3222726_1;PET6;53.1;258;105;4;7;258;9;256;2.48e-86;252.0;P
k99_3222726_1;PpCutA;53.7;255;103;5;10;257;14;260;4.57e-85;249.0;P
k99_3222726_1;PbauzCut;52.9;255;105;5;10;257;14;260;9.16e-85;248.0;P
k99_3222726_1;jmPE13;58.1;210;82;2;46;249;14;223;1.04e-84;247.0;P
k99_3222726_1;PLE628;52.8;254;110;4;7;254;11;260;3.04e-84;247.0;P
k99_3222726_1;PaCut;56.2;219;90;2;46;258;39;257;6.53e-84;246.0;P
k99_3222726_1;jmPE14;57.6;210;83;2;46;249;12;221;7.89e-84;244.0;P
k99_3222726_1;PpelaLip;51.8;245;105;4;11;248;15;253;3.2e-81;239.0;P
k99_3222726_1;PLE629;54.8;252;105;4;10;252;14;265;5.969999999999999e-81;239.0;P
k99_3222726_1;PE-H;53.4;247;98;5;12;248;14;253;1.66e-80;237.0;P
k99_3222726_1;711;55.4;204;85;5;46;245;8;209;2.9999999999999996e-68;204.0;P
k99_3222726_1;Mors1;55.0;200;79;6;53;246;72;266;2.3599999999999997e-67;204.0;P
k99_3222726_1;611;51.4;208;96;4;46;249;9;215;4.8299999999999996e-67;201.0;P
k99_3222726_1;Tha_Cut1;54.3;208;88;5;46;248;8;213;1.41e-66;200.0;P
k99_3222726_1;702;54.3;208;88;5;46;248;9;214;2.91e-66;199.0;P
k99_3222726_1;Est1(Hydrolase4,Enzyme708);53.3;212;88;6;46;250;42;249;3.87e-66;200.0;P
k99_3222726_1;Thc_Cut1;53.8;208;89;5;46;248;8;213;8.76e-66;198.0;P
k99_3222726_1;BTA-1;53.8;208;89;5;46;248;47;252;2.53e-65;198.0;P
k99_3222726_1;Tfu_0883;53.8;208;89;5;46;248;47;252;2.53e-65;198.0;P
k99_3222726_1;TfCut_2;53.8;208;89;5;46;248;47;252;2.53e-65;198.0;P
k99_3222726_1;Cut2;53.8;208;89;5;46;248;47;252;2.53e-65;198.0;P
k99_3222726_1;Est119;53.8;212;87;6;46;250;46;253;4.91e-65;197.0;P
k99_3222726_1;TfH42_Cut1;52.9;208;91;5;46;248;8;213;6.41e-65;196.0;P
k99_3225940_1;102;50.0;146;70;2;6;149;81;225;1.03e-37;130.0;P
k99_3237101_2;PpEst;55.4;186;83;0;10;195;16;201;9.409999999999999e-69;201.0;P
k99_3238806_1;IS11;50.6;77;37;1;59;134;23;99;1.64e-18;72.8;P
k99_3250566_1;202;51.2;41;20;0;41;81;32;72;8.22e-10;47.8;P
k99_3262297_1;102;55.8;120;52;1;1;120;107;225;4.79e-45;141.0;P
k99_3262297_1;101;52.0;127;55;2;1;121;19;145;1.6800000000000002e-43;137.0;P
k99_3262297_1;Est18_23;54.1;122;54;2;1;121;98;218;2.56e-39;130.0;P
k99_3262297_1;BsEstB;54.1;122;51;3;1;121;100;217;3.46e-37;124.0;P
k99_3263903_1;PpEst;58.8;102;42;0;5;106;24;125;1.9e-37;118.0;P
k99_3274042_2;102;50.9;53;26;0;41;93;17;69;3.76e-15;62.0;P
k99_3276003_1;406;53.7;41;18;1;466;506;152;191;2.35e-06;41.2;P
k99_3279904_1;IS12;60.5;129;51;0;1;129;157;285;8.53e-55;167.0;P
k99_3279904_1;IS10;55.8;129;57;0;1;129;157;285;1.8899999999999998e-46;145.0;P
k99_3286155_2;102;56.8;139;59;1;21;159;9;146;3.66e-52;160.0;P
k99_3290797_1;202;53.5;43;20;0;59;101;32;74;5.64e-08;42.4;P
k99_3299181_1;PpEst;54.9;102;46;0;1;102;43;144;7.72e-39;121.0;P
k99_3305755_1;102;60.3;63;25;0;21;83;5;67;3.32e-22;79.7;P
k99_3305755_1;BsEstB;52.6;57;27;0;27;83;5;61;9.87e-18;68.2;P
k99_3316661_1;202;50.0;44;22;0;1;44;34;77;8.78e-09;45.1;P
k99_3332511_1;102;50.0;60;28;1;6;65;7;64;3.56e-13;56.2;P
k99_3340914_2;IS12;54.1;196;90;0;1;196;1;196;8.48e-64;192.0;P
k99_3340914_2;IS10;50.3;195;97;0;1;195;1;195;1.3900000000000001e-58;179.0;P
k99_3341447_4;Est8_89;54.5;33;15;0;66;98;82;114;1.16e-06;40.4;P
k99_3356932_2;102;50.8;61;30;0;29;89;9;69;1.89e-17;67.4;P
k99_3358729_1;Est18_23;52.9;34;16;0;46;79;159;192;6.44e-08;41.6;P
k99_3362477_1;102;59.7;124;48;2;1;123;35;157;3.44e-42;134.0;P
k99_3371356_1;IS12;55.2;232;99;3;4;230;77;308;3.52e-78;231.0;P
k99_3375559_1;102;56.3;32;14;0;10;41;170;201;4.47e-07;40.4;P
k99_3388620_1;Est11_32;53.3;150;70;0;5;154;106;255;1.14e-57;173.0;P
k99_3403898_1;202;60.0;40;15;1;70;109;31;69;8.11e-10;47.4;P
k99_3412051_2;202;50.0;70;28;2;110;173;4;72;5.82e-13;58.5;P
k99_3418260_1;202;59.1;44;18;0;6;49;33;76;2e-12;54.3;P
k99_3419719_1;Est18_23;50.0;140;65;4;3;139;83;220;3.04e-36;122.0;P
k99_3432963_1;PmC;54.0;87;39;1;38;123;12;98;2.66e-28;97.4;P
k99_3435172_1;202;58.1;31;13;0;3;33;38;68;6.56e-07;35.0;P
k99_3439009_1;202;52.6;38;18;0;91;128;34;71;1.06e-07;43.1;P
k99_3443508_1;IS12;53.8;65;30;0;1;65;204;268;2.08e-19;71.6;P
k99_3445053_1;202;54.5;55;21;1;62;116;31;81;3.29e-12;55.5;P
k99_3458387_2;IS12;57.0;158;63;3;1;157;135;288;5.35e-52;162.0;P
k99_3458387_2;IS10;50.3;161;75;3;1;160;135;291;3.65e-41;134.0;P
k99_3465626_1;102;59.7;72;26;2;2;71;155;225;1.8300000000000003e-21;81.6;P
k99_3474117_1;BsEstB;53.1;81;35;2;1;80;139;217;1.9e-19;74.7;P
k99_3474204_2;PpEst;59.9;177;71;0;1;177;25;201;6.03e-76;219.0;P
k99_3479988_1;Ces39_5;64.4;59;21;0;1;59;189;247;3.72e-23;80.5;P
k99_3501029_1;102;58.8;51;21;0;1;51;170;220;5.33e-15;66.6;P
k99_3505721_2;PET46;62.5;24;9;0;32;55;188;211;4.7e-06;35.8;P
k99_3518302_1;101;50.6;87;33;4;100;178;2;86;5.24e-18;72.0;P
k99_3519639_1;101;51.9;106;47;2;1;104;51;154;1.68e-33;110.0;P
k99_3519639_1;102;54.8;93;39;1;3;95;135;224;2.68e-30;102.0;P
k99_3519639_1;Est18_23;54.7;95;40;1;1;95;125;216;1.0800000000000001e-29;102.0;P
k99_3519639_1;BsEstB;55.8;95;36;2;1;95;127;215;2.0200000000000002e-29;102.0;P
k99_3521720_1;102;52.8;163;67;6;2;160;39;195;6.5e-50;155.0;P
k99_3521720_1;101;52.2;115;46;3;51;159;2;113;1.79e-32;110.0;P
k99_3534143_1;PpEst;55.0;131;59;0;1;131;71;201;2.92e-44;136.0;P
k99_3543388_2;IS12;53.0;100;46;1;2;100;196;295;1.62e-29;100.0;P
k99_3543702_2;102;58.5;106;43;1;28;133;9;113;5.13e-39;126.0;P
k99_3543702_2;BsEstB;50.9;108;45;3;29;133;4;106;2.33e-30;106.0;P
k99_3544122_6;202;68.4;38;12;0;95;132;39;76;6.62e-11;50.8;P
k99_3544891_1;202;55.3;38;17;0;73;110;32;69;5.32e-10;47.8;P
k99_3566747_1;102;55.1;147;64;2;71;215;80;226;1.11e-46;149.0;P
k99_3566747_1;Est18_23;53.8;143;61;4;75;214;77;217;3.84e-39;133.0;P
k99_3566747_1;BsEstB;50.7;144;67;3;72;214;76;216;2.68e-38;130.0;P
k99_3568673_2;211;50.0;40;18;1;55;92;60;99;1.4e-06;37.4;P
k99_3571415_1;102;51.9;52;25;0;3;54;10;61;1.74e-14;57.4;P
k99_3571415_1;BsEstB;51.0;51;25;0;4;54;5;55;2.73e-14;57.0;P
k99_3580394_1;211;55.6;27;12;0;56;82;54;80;9.57e-07;37.0;P
k99_3585770_1;Est18_23;56.3;80;35;0;11;90;151;230;4.87e-24;86.7;P
k99_3585770_1;BsEstB;54.7;75;34;0;15;89;154;228;1.1200000000000001e-22;82.8;P
k99_3589491_1;PpEst;51.6;62;30;0;1;62;140;201;7.16e-21;73.9;P
k99_3591306_1;IS10;51.6;64;30;1;41;103;59;122;8.379999999999999e-23;82.4;P
k99_3591306_1;IS12;51.6;64;30;1;41;103;59;122;2.33e-21;78.6;P
k99_3592107_1;IS12;52.8;214;101;0;1;214;79;292;6.12e-77;228.0;P
k99_3595146_2;IS12;53.1;49;23;0;1;49;248;296;1.04e-11;50.1;P
k99_3600884_26;PpEst;50.8;193;93;1;7;199;11;201;1.4899999999999998e-68;201.0;P
k99_3604421_1;IS12;54.2;96;42;1;1;96;195;288;8.04e-33;108.0;P
k99_3611450_2;102;55.3;161;67;4;27;185;9;166;2.57e-51;159.0;P
k99_3625305_1;102;50.0;32;16;0;9;40;170;201;5.5e-06;37.7;P
k99_3634900_3;202;63.2;38;14;0;133;170;34;71;1.01e-09;51.6;P
k99_3640037_2;102;50.0;212;100;5;9;217;17;225;5.370000000000001e-59;187.0;P
k99_3640075_1;202;78.3;23;5;0;1;23;49;71;8.75e-06;35.4;P
k99_3671463_1;101;53.9;128;51;3;78;199;2;127;1.81e-40;132.0;P
